"variable","base_var","always_zero","nonzero_steps","total_steps","proportion_nonzero","filename","type","dataset","h","w"
"NASDAQCOM_lag52","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag53","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag54","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag55","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag56","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag57","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag58","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag59","NASDAQCOM",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag0","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag1","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag2","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag3","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag4","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag5","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag6","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag7","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag8","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag9","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag10","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag11","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag12","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag13","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag14","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag15","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag16","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag17","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag18","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag19","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag20","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag21","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag22","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag23","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag24","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag25","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag26","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag27","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag28","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag29","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag30","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag31","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag32","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag33","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag34","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag35","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag36","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag37","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag38","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag39","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag40","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag41","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag42","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag43","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag44","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag45","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag46","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag47","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag48","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag49","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag50","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag51","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag52","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag53","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag54","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag55","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag56","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag57","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag58","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"VIXCLS_lag59","VIXCLS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag0","DJIA",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag1","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag2","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag3","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag4","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag5","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag6","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag7","DJIA",FALSE,2,65,0.0307692307692308,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag8","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag9","DJIA",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag10","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag11","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag12","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag13","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag14","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag15","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag16","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag17","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag18","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag19","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag20","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag21","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag22","DJIA",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag23","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag24","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag25","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag26","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag27","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag28","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag29","DJIA",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag30","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag31","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag32","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag33","DJIA",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag34","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag35","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag36","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag37","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag38","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag39","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag40","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag41","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag42","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag43","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag44","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag45","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag46","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag47","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag48","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag49","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag50","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag51","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag52","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag53","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag54","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag55","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag56","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag57","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag58","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DJIA_lag59","DJIA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag0","EPU",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag1","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag2","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag3","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag4","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag5","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag6","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag7","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag8","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag9","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag10","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag11","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag12","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag13","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag14","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag15","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag16","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag17","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag18","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag19","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag20","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag21","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag22","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag23","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag24","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag25","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag26","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag27","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag28","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag29","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag30","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag31","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag32","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag33","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag34","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag35","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag36","EPU",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag37","EPU",FALSE,3,65,0.0461538461538462,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag38","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag39","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag40","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag41","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag42","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag43","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag44","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag45","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag46","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag47","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag48","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag49","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag50","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag51","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag52","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag53","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag54","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag55","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag56","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag57","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag58","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"EPU_lag59","EPU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NFCI_wlag0","NFCI",FALSE,2,65,0.0307692307692308,"forecast_full_w66.RData","forecast","full",NA,66
"NFCI_wlag1","NFCI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NFCI_wlag2","NFCI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NFCI_wlag3","NFCI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NFCI_wlag4","NFCI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NFCI_wlag5","NFCI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NFCI_wlag6","NFCI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NFCI_wlag7","NFCI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NFCI_wlag8","NFCI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NFCI_wlag9","NFCI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NFCI_wlag10","NFCI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NFCI_wlag11","NFCI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CCSA_wlag0","CCSA",FALSE,19,65,0.292307692307692,"forecast_full_w66.RData","forecast","full",NA,66
"CCSA_wlag1","CCSA",FALSE,3,65,0.0461538461538462,"forecast_full_w66.RData","forecast","full",NA,66
"CCSA_wlag2","CCSA",FALSE,3,65,0.0461538461538462,"forecast_full_w66.RData","forecast","full",NA,66
"CCSA_wlag3","CCSA",FALSE,3,65,0.0461538461538462,"forecast_full_w66.RData","forecast","full",NA,66
"CCSA_wlag4","CCSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CCSA_wlag5","CCSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CCSA_wlag6","CCSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CCSA_wlag7","CCSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CCSA_wlag8","CCSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CCSA_wlag9","CCSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CCSA_wlag10","CCSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CCSA_wlag11","CCSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"ICSA_wlag0","ICSA",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"ICSA_wlag1","ICSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"ICSA_wlag2","ICSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"ICSA_wlag3","ICSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"ICSA_wlag4","ICSA",FALSE,2,65,0.0307692307692308,"forecast_full_w66.RData","forecast","full",NA,66
"ICSA_wlag5","ICSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"ICSA_wlag6","ICSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"ICSA_wlag7","ICSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"ICSA_wlag8","ICSA",FALSE,2,65,0.0307692307692308,"forecast_full_w66.RData","forecast","full",NA,66
"ICSA_wlag9","ICSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"ICSA_wlag10","ICSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"ICSA_wlag11","ICSA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"RPI_mlag0","RPI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"RPI_mlag1","RPI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"RPI_mlag2","RPI",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"CMRMTSPL_mlag0","CMRMTSPL",FALSE,20,65,0.307692307692308,"forecast_full_w66.RData","forecast","full",NA,66
"CMRMTSPL_mlag1","CMRMTSPL",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CMRMTSPL_mlag2","CMRMTSPL",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"AMTMNO_mlag0","AMTMNO",FALSE,2,65,0.0307692307692308,"forecast_full_w66.RData","forecast","full",NA,66
"AMTMNO_mlag1","AMTMNO",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"AMTMNO_mlag2","AMTMNO",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"TCU_mlag0","TCU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"TCU_mlag1","TCU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"TCU_mlag2","TCU",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CPIAUCSL_mlag0","CPIAUCSL",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CPIAUCSL_mlag1","CPIAUCSL",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CPIAUCSL_mlag2","CPIAUCSL",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"PPIACO_mlag0","PPIACO",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"PPIACO_mlag1","PPIACO",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"PPIACO_mlag2","PPIACO",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"PCEPILFE_mlag0","PCEPILFE",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"PCEPILFE_mlag1","PCEPILFE",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"PCEPILFE_mlag2","PCEPILFE",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"PCEPI_mlag0","PCEPI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"PCEPI_mlag1","PCEPI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"PCEPI_mlag2","PCEPI",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DFXARC1M027SBEA_mlag0","DFXARC1M027SBEA",FALSE,5,65,0.0769230769230769,"forecast_full_w66.RData","forecast","full",NA,66
"DFXARC1M027SBEA_mlag1","DFXARC1M027SBEA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DFXARC1M027SBEA_mlag2","DFXARC1M027SBEA",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"DNRGRC1M027SBEA_mlag0","DNRGRC1M027SBEA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DNRGRC1M027SBEA_mlag1","DNRGRC1M027SBEA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"DNRGRC1M027SBEA_mlag2","DNRGRC1M027SBEA",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CPILFESL_mlag0","CPILFESL",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CPILFESL_mlag1","CPILFESL",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"CPILFESL_mlag2","CPILFESL",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"RSAFS_mlag0","RSAFS",FALSE,12,65,0.184615384615385,"forecast_full_w66.RData","forecast","full",NA,66
"RSAFS_mlag1","RSAFS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"RSAFS_mlag2","RSAFS",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"HSN1F_mlag0","HSN1F",FALSE,2,65,0.0307692307692308,"forecast_full_w66.RData","forecast","full",NA,66
"HSN1F_mlag1","HSN1F",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"HSN1F_mlag2","HSN1F",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"HOUST_mlag0","HOUST",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"HOUST_mlag1","HOUST",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"HOUST_mlag2","HOUST",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
